q0,q1,q2,q3,acc_x,acc_y,acc_z
0.6,-0.12,-0.12,-0.78,-0.03,-0.13,-0.07
0.6,-0.12,-0.12,-0.78,0.0,0.1,-0.03
0.6,-0.12,-0.12,-0.78,0.01,0.07,0.02
0.6,-0.12,-0.12,-0.78,-0.02,0.2,-0.05
0.6,-0.12,-0.12,-0.78,-0.02,0.05,-0.02
0.6,-0.12,-0.12,-0.78,-0.04,-0.02,0.09
0.6,-0.12,-0.12,-0.78,0.0,-0.12,0.01
0.6,-0.12,-0.12,-0.78,0.0,0.06,-0.05
0.6,-0.12,-0.12,-0.78,-0.01,-0.06,0.05
0.6,-0.12,-0.12,-0.78,0.0,-0.04,-0.01
0.6,-0.12,-0.12,-0.78,0.02,-0.06,-0.05
0.6,-0.12,-0.12,-0.78,0.0,0.05,-0.05
0.6,-0.12,-0.12,-0.78,0.0,-0.14,0.04
0.6,-0.12,-0.12,-0.78,-0.01,-0.06,0.0
0.6,-0.12,-0.12,-0.78,0.0,-0.18,0.04
0.6,-0.12,-0.12,-0.78,-0.04,-0.09,-0.01
0.6,-0.12,-0.12,-0.78,-0.04,-0.14,0.02
0.6,-0.12,-0.12,-0.78,0.0,-0.19,0.05
0.61,-0.12,-0.12,-0.78,0.0,-0.17,-0.03
0.61,-0.12,-0.12,-0.78,0.0,-0.11,0.02
0.61,-0.12,-0.12,-0.78,-0.03,-0.09,0.11
0.61,-0.12,-0.12,-0.78,-0.09,-0.02,0.02
0.61,-0.12,-0.12,-0.78,-0.04,-0.06,0.1
0.61,-0.12,-0.12,-0.78,-0.04,-0.15,0.09
0.61,-0.12,-0.12,-0.78,-0.07,-0.17,0.03
0.61,-0.12,-0.12,-0.78,-0.07,-0.26,-0.01
0.61,-0.12,-0.12,-0.78,-0.06,-0.15,0.04
0.61,-0.12,-0.12,-0.78,-0.02,-0.05,0.02
0.61,-0.12,-0.12,-0.78,-0.04,0.04,0.0
0.61,-0.12,-0.12,-0.78,-0.04,-0.25,0.0
0.61,-0.12,-0.12,-0.78,-0.13,-0.25,-0.05
0.61,-0.12,-0.12,-0.78,-0.11,-0.22,0.06
0.61,-0.12,-0.12,-0.77,-0.07,-0.13,0.04
0.61,-0.12,-0.11,-0.77,-0.06,-0.53,0.07
0.61,-0.12,-0.11,-0.77,-0.11,-0.67,0.0
0.61,-0.12,-0.11,-0.77,-0.11,-0.85,0.17
0.61,-0.12,-0.11,-0.77,-0.2,-0.85,0.11
0.62,-0.12,-0.11,-0.77,-0.16,-0.75,0.06
0.62,-0.12,-0.11,-0.77,-0.21,-1.21,0.2
0.62,-0.12,-0.11,-0.77,-0.3,-1.41,0.32
