q0,q1,q2,q3,acc_x,acc_y,acc_z
0.37,0.68,0.21,-0.59,-0.03,-1.91,0.25
0.37,0.68,0.22,-0.59,0.07,-1.76,0.4
0.37,0.68,0.22,-0.59,0.07,-1.72,0.47
0.37,0.68,0.23,-0.6,0.04,-1.66,0.27
0.36,0.67,0.24,-0.6,0.03,-1.46,0.39
0.36,0.67,0.24,-0.6,0.02,-1.4,0.51
0.36,0.67,0.25,-0.6,0.08,-1.22,0.47
0.35,0.66,0.26,-0.61,0.13,-1.06,0.17
0.35,0.66,0.26,-0.61,0.11,-0.96,0.14
0.35,0.66,0.27,-0.61,0.13,-0.67,0.3
0.34,0.65,0.27,-0.62,0.12,-0.43,0.32
0.34,0.65,0.28,-0.62,0.11,-0.31,0.35
0.34,0.65,0.29,-0.62,0.05,-0.12,0.08
0.33,0.64,0.29,-0.62,-0.11,0.07,0.07
0.33,0.64,0.3,-0.63,-0.19,0.14,0.01
0.33,0.64,0.3,-0.63,-0.17,0.34,-0.07
0.32,0.63,0.31,-0.63,-0.12,0.55,-0.04
0.32,0.63,0.32,-0.63,-0.11,0.7,-0.05
0.31,0.62,0.33,-0.64,-0.2,1.19,0.03
0.31,0.61,0.35,-0.64,-0.44,1.38,0.22
0.31,0.61,0.36,-0.64,-0.74,1.46,0.22
0.3,0.6,0.38,-0.64,-0.82,1.57,0.29
0.3,0.6,0.38,-0.64,-0.78,1.64,0.28
0.3,0.59,0.39,-0.64,-0.96,1.86,0.49
0.3,0.59,0.4,-0.63,-1.26,1.94,0.45
0.3,0.59,0.4,-0.63,-1.3,2.0,0.33
0.3,0.58,0.41,-0.63,-1.13,1.88,0.33
0.3,0.58,0.42,-0.63,-1.02,1.92,0.22
0.3,0.58,0.42,-0.63,-0.91,1.97,0.35
0.3,0.58,0.42,-0.63,-0.6,2.15,0.36
0.3,0.57,0.43,-0.63,-0.48,2.25,0.27
0.3,0.57,0.43,-0.63,-0.44,2.31,0.29
0.31,0.57,0.43,-0.63,-0.45,2.41,0.36
0.31,0.57,0.43,-0.63,-0.59,2.39,0.27
0.31,0.57,0.43,-0.62,-0.56,2.27,0.21
0.32,0.58,0.43,-0.62,-0.44,1.97,0.16
0.33,0.58,0.42,-0.62,-0.29,1.82,0.25
0.33,0.58,0.42,-0.61,-0.18,1.74,0.3
0.33,0.58,0.42,-0.61,-0.05,1.77,0.3
0.33,0.58,0.42,-0.61,-0.01,1.97,0.33
0.33,0.59,0.42,-0.61,-0.03,1.91,0.34
0.33,0.59,0.42,-0.61,0.01,1.68,0.16
