q0,q1,q2,q3,acc_x,acc_y,acc_z
0.6,-0.11,-0.17,-0.77,-0.04,0.11,0.0
0.6,-0.11,-0.17,-0.77,-0.06,0.3,-0.01
0.6,-0.11,-0.17,-0.77,-0.1,0.14,0.14
0.6,-0.11,-0.17,-0.77,-0.12,-0.14,-0.2
0.6,-0.11,-0.17,-0.77,-0.07,0.07,0.09
0.6,-0.11,-0.17,-0.77,-0.02,-0.06,0.1
0.6,-0.11,-0.17,-0.77,-0.01,-0.05,-0.15
0.6,-0.11,-0.17,-0.77,-0.02,0.18,0.08
0.6,-0.11,-0.17,-0.77,0.01,0.12,0.03
0.6,-0.11,-0.17,-0.77,-0.15,0.0,0.1
0.6,-0.11,-0.17,-0.77,-0.05,0.26,0.06
0.6,-0.11,-0.17,-0.77,-0.08,-0.06,0.21
0.6,-0.11,-0.17,-0.77,-0.04,-0.46,0.2
0.6,-0.11,-0.17,-0.77,-0.09,-0.43,0.18
0.6,-0.11,-0.17,-0.77,0.03,0.0,0.18
0.6,-0.11,-0.17,-0.77,0.05,0.09,0.18
0.6,-0.11,-0.17,-0.77,0.0,-0.02,0.24
0.6,-0.11,-0.17,-0.77,0.0,-0.25,0.31
0.6,-0.11,-0.17,-0.77,-0.01,-0.15,0.13
0.6,-0.11,-0.17,-0.77,-0.1,0.0,0.13
0.6,-0.11,-0.17,-0.77,-0.14,0.02,0.02
0.6,-0.11,-0.17,-0.77,-0.09,-0.45,0.28
0.6,-0.11,-0.17,-0.77,0.01,0.15,0.14
0.61,-0.11,-0.17,-0.77,-0.05,0.12,0.06
0.61,-0.11,-0.17,-0.77,0.0,-0.15,0.14
0.61,-0.11,-0.17,-0.77,-0.01,-0.04,0.15
0.61,-0.11,-0.17,-0.77,-0.02,-0.31,0.15
0.61,-0.11,-0.17,-0.77,0.01,0.2,-0.03
0.61,-0.11,-0.17,-0.77,0.07,-0.08,0.16
0.61,-0.1,-0.17,-0.77,-0.09,0.63,0.0
0.61,-0.1,-0.17,-0.77,-0.05,0.02,-0.12
0.61,-0.1,-0.17,-0.77,-0.03,0.04,-0.22
0.61,-0.1,-0.17,-0.77,0.02,-0.17,0.14
0.61,-0.1,-0.17,-0.77,-0.05,0.46,-0.14
0.61,-0.1,-0.17,-0.77,-0.02,0.64,-0.07
0.61,-0.1,-0.17,-0.77,0.04,0.18,0.08
0.61,-0.1,-0.17,-0.77,-0.03,0.06,-0.04
0.61,-0.1,-0.17,-0.77,0.0,-0.05,0.0
0.61,-0.1,-0.17,-0.77,-0.04,0.18,-0.07
0.61,-0.1,-0.17,-0.77,0.15,-0.44,0.02
0.61,-0.1,-0.17,-0.77,-0.04,0.15,-0.08
0.61,-0.1,-0.17,-0.76,0.15,-0.16,0.2
0.61,-0.1,-0.17,-0.76,-0.09,-0.15,-0.06
0.61,-0.1,-0.17,-0.76,-0.14,-0.02,0.15
0.61,-0.1,-0.17,-0.76,-0.02,-0.06,0.34
0.61,-0.1,-0.17,-0.76,-0.14,0.31,0.08
0.62,-0.11,-0.17,-0.76,-0.22,0.18,0.23
0.62,-0.11,-0.17,-0.76,0.03,-0.49,0.41
0.62,-0.11,-0.17,-0.76,-0.05,-0.38,0.29
0.62,-0.11,-0.17,-0.76,0.0,-0.16,0.26
