q0,q1,q2,q3,acc_x,acc_y,acc_z
0.63,-0.13,-0.15,-0.75,0.02,0.0,0.19
0.63,-0.13,-0.15,-0.75,0.0,0.1,0.19
0.63,-0.13,-0.15,-0.75,0.09,0.14,0.17
0.63,-0.13,-0.15,-0.75,0.16,0.23,0.06
0.63,-0.13,-0.15,-0.75,0.14,0.36,0.14
0.63,-0.13,-0.15,-0.75,0.18,-0.02,0.08
0.63,-0.13,-0.15,-0.75,0.21,-0.1,0.09
0.63,-0.13,-0.15,-0.75,0.11,-0.15,0.02
0.63,-0.13,-0.14,-0.75,0.09,0.05,0.22
0.63,-0.13,-0.14,-0.75,0.05,0.25,-0.06
0.63,-0.13,-0.14,-0.75,0.04,0.19,-0.12
0.63,-0.13,-0.14,-0.75,-0.02,0.13,0.08
0.63,-0.13,-0.14,-0.75,-0.02,-0.01,0.27
0.63,-0.13,-0.14,-0.75,-0.02,-0.11,0.25
0.63,-0.13,-0.14,-0.75,0.04,0.15,0.14
0.63,-0.13,-0.14,-0.75,0.03,-0.1,0.09
0.63,-0.13,-0.14,-0.75,-0.01,-0.09,0.03
0.63,-0.13,-0.14,-0.76,0.0,-0.22,0.03
0.63,-0.13,-0.14,-0.76,-0.05,-0.11,-0.04
0.63,-0.12,-0.14,-0.76,-0.08,-0.26,-0.06
0.63,-0.12,-0.14,-0.76,0.03,-0.06,-0.05
0.63,-0.12,-0.14,-0.75,0.0,0.1,-0.11
0.63,-0.12,-0.14,-0.75,0.01,0.12,-0.13
0.63,-0.12,-0.14,-0.75,0.06,0.09,-0.12
0.63,-0.12,-0.14,-0.75,0.0,0.2,-0.15
0.63,-0.12,-0.14,-0.75,0.06,0.25,-0.09
0.63,-0.12,-0.14,-0.75,-0.02,0.13,-0.23
0.63,-0.12,-0.14,-0.75,0.03,0.09,-0.09
0.63,-0.12,-0.14,-0.75,-0.03,0.33,-0.15
0.63,-0.12,-0.14,-0.75,-0.01,0.03,-0.07
