q0,q1,q2,q3,acc_x,acc_y,acc_z
0.59,-0.16,-0.19,-0.77,0.76,-0.92,1.08
0.59,-0.16,-0.19,-0.76,0.64,-0.22,0.79
0.6,-0.15,-0.19,-0.76,0.47,0.15,0.63
0.6,-0.15,-0.2,-0.76,0.36,0.25,0.5
0.6,-0.15,-0.2,-0.76,0.35,0.06,0.23
0.6,-0.14,-0.2,-0.76,0.35,-0.78,0.37
0.6,-0.14,-0.2,-0.76,0.22,0.48,0.06
0.6,-0.13,-0.2,-0.76,0.07,0.46,-0.06
0.6,-0.13,-0.2,-0.76,0.01,-0.13,-0.2
0.6,-0.12,-0.2,-0.76,0.21,-0.09,-0.38
0.6,-0.12,-0.2,-0.76,-0.01,0.16,-0.45
0.61,-0.12,-0.2,-0.76,0.0,-0.28,-0.53
0.61,-0.11,-0.2,-0.76,-0.04,-0.12,-0.74
0.61,-0.11,-0.2,-0.76,-0.04,0.02,-0.99
0.61,-0.11,-0.2,-0.76,-0.24,0.43,-0.81
0.61,-0.1,-0.2,-0.76,-0.33,0.21,-0.85
0.61,-0.1,-0.2,-0.76,-0.33,-0.24,-1.13
0.61,-0.1,-0.19,-0.76,-0.26,0.01,-1.14
0.61,-0.1,-0.19,-0.77,-0.41,-0.07,-0.96
0.61,-0.1,-0.19,-0.77,-0.33,-0.13,-1.16
0.6,-0.1,-0.19,-0.77,-0.18,-0.05,-1.02
0.6,-0.1,-0.19,-0.77,-0.45,0.19,-1.13
0.6,-0.1,-0.19,-0.77,-0.53,0.07,-1.16
0.6,-0.1,-0.19,-0.77,-0.28,-0.53,-0.91
0.6,-0.1,-0.19,-0.77,0.05,-0.43,-0.83
0.6,-0.1,-0.19,-0.77,-0.34,-0.36,-0.91
0.6,-0.1,-0.19,-0.77,-0.25,-0.64,-0.91
0.6,-0.1,-0.19,-0.77,-0.31,-0.2,-0.81
0.6,-0.1,-0.19,-0.77,-0.24,-0.22,-0.67
0.6,-0.1,-0.19,-0.77,-0.07,-0.01,-0.63
0.6,-0.1,-0.19,-0.77,-0.09,-0.33,-0.49
0.6,-0.1,-0.19,-0.77,-0.1,-0.27,-0.4
0.6,-0.1,-0.19,-0.77,-0.11,0.03,-0.51
0.6,-0.1,-0.19,-0.77,-0.25,0.17,-0.71
0.6,-0.1,-0.18,-0.77,-0.2,0.08,-0.63
0.6,-0.1,-0.18,-0.77,-0.15,-0.25,-0.61
0.6,-0.1,-0.18,-0.77,-0.03,-0.11,-0.2
0.6,-0.1,-0.18,-0.77,-0.08,-0.05,-0.37
0.6,-0.1,-0.18,-0.77,0.0,0.28,-0.23
0.6,-0.1,-0.19,-0.77,-0.02,0.23,-0.18
0.6,-0.1,-0.19,-0.77,0.0,0.38,-0.05
0.6,-0.1,-0.19,-0.77,-0.13,-0.13,-0.22
0.6,-0.1,-0.19,-0.77,0.1,-0.52,0.07
