q0,q1,q2,q3,acc_x,acc_y,acc_z
0.41,0.58,0.37,-0.6,0.01,-0.09,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.05,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.01,-0.06,0.0
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.09,-0.01
0.41,0.58,0.37,-0.6,0.01,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.05,-0.01
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.01,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.05,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.05
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.02
0.41,0.58,0.37,-0.6,-0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.01,-0.06,-0.03
0.41,0.58,0.37,-0.6,0.02,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.0,-0.09,0.0
0.41,0.58,0.37,-0.6,0.01,-0.08,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.02,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.01,-0.09,-0.03
0.41,0.58,0.37,-0.6,0.02,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.01
0.41,0.58,0.37,-0.6,0.01,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.05
0.41,0.58,0.37,-0.6,0.02,-0.06,-0.01
0.41,0.58,0.37,-0.6,0.01,-0.07,0.01
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.1,0.0
0.41,0.58,0.37,-0.6,-0.01,-0.06,-0.03
0.41,0.58,0.37,-0.6,0.01,-0.06,-0.03
0.41,0.58,0.37,-0.6,0.02,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.03
0.41,0.58,0.37,-0.6,-0.01,-0.08,-0.03
0.41,0.58,0.37,-0.6,0.02,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.09,-0.01
0.41,0.58,0.37,-0.6,-0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,-0.01,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.04,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.09,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,0.01
0.41,0.58,0.37,-0.6,0.0,-0.09,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.04
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.01,-0.06,-0.04
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.02,-0.06,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.03
0.41,0.58,0.37,-0.6,0.01,-0.08,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.06
0.41,0.58,0.37,-0.6,0.0,-0.05,0.0
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.05
0.41,0.58,0.37,-0.6,0.0,-0.05,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.01,-0.09,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.0,-0.09,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.05,-0.04
0.41,0.58,0.37,-0.6,-0.01,-0.07,-0.02
0.41,0.58,0.37,-0.6,-0.01,-0.06,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.09,-0.03
0.41,0.58,0.37,-0.6,0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.02,-0.09,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.03
0.41,0.58,0.37,-0.6,-0.01,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.02,-0.07,0.0
0.41,0.58,0.37,-0.6,0.02,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.01,-0.06,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.02,-0.06,0.0
0.41,0.58,0.37,-0.6,-0.01,-0.06,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.01,-0.06,-0.01
0.41,0.58,0.37,-0.6,-0.01,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.02,-0.06,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.02,-0.07,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.03
0.41,0.58,0.37,-0.6,-0.01,-0.06,0.01
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.01,-0.05,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.09,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,-0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.05,-0.04
0.41,0.58,0.37,-0.6,0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.01,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.02,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.05
0.41,0.58,0.37,-0.6,0.01,-0.08,0.0
0.41,0.58,0.37,-0.6,0.01,-0.05,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.03
0.41,0.58,0.37,-0.6,0.01,-0.06,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.09,0.0
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.09,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.05
0.41,0.58,0.37,-0.6,0.0,-0.09,0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.04
0.41,0.58,0.37,-0.6,0.01,-0.1,0.01
0.41,0.58,0.37,-0.6,-0.01,-0.07,0.02
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.01,-0.08,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,0.01,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.09,-0.02
0.41,0.58,0.37,-0.6,-0.01,-0.07,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,0.0
0.41,0.58,0.37,-0.6,-0.01,-0.06,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.09,0.0
0.41,0.58,0.37,-0.6,0.03,-0.09,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.01,-0.08,-0.02
0.41,0.58,0.37,-0.6,0.01,-0.06,0.0
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.02
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.03
0.41,0.58,0.37,-0.6,-0.01,-0.06,0.02
0.41,0.58,0.37,-0.6,0.0,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,-0.01
0.41,0.58,0.37,-0.6,0.0,-0.09,0.02
0.41,0.58,0.37,-0.6,0.01,-0.07,-0.03
0.41,0.58,0.37,-0.6,0.0,-0.05,0.0
0.41,0.58,0.37,-0.6,-0.01,-0.06,0.01
0.41,0.58,0.37,-0.6,-0.01,-0.08,0.0
0.41,0.58,0.37,-0.6,0.02,-0.08,-0.02
0.41,0.58,0.37,-0.6,-0.01,-0.08,0.0
0.41,0.58,0.37,-0.6,0.0,-0.07,0.0
0.41,0.58,0.37,-0.6,-0.02,-0.05,-0.15
0.41,0.58,0.37,-0.6,-0.02,-0.07,-0.2
0.41,0.58,0.37,-0.6,0.0,-0.06,-0.04
0.41,0.58,0.37,-0.6,0.0,-0.08,0.04
0.41,0.58,0.37,-0.6,0.0,-0.06,0.05
0.41,0.58,0.37,-0.6,0.06,-0.18,0.43
0.41,0.58,0.37,-0.6,0.05,-0.11,0.3
0.41,0.58,0.37,-0.6,0.0,-0.02,-0.14
0.41,0.58,0.37,-0.6,-0.05,-0.02,-0.41
0.41,0.58,0.37,-0.6,-0.06,-0.02,-0.46
0.41,0.58,0.37,-0.6,0.01,-0.07,0.07
0.41,0.58,0.37,-0.6,0.15,-0.41,2.12
0.41,0.58,0.37,-0.6,0.07,-0.3,1.04
0.41,0.58,0.37,-0.59,-0.3,0.0,-1.98
0.41,0.58,0.37,-0.6,-0.14,0.08,-2.15
0.41,0.58,0.37,-0.6,0.0,-0.4,-0.52
0.41,0.58,0.37,-0.6,0.25,-0.69,2.43
0.41,0.58,0.37,-0.6,-0.85,-0.4,2.1
0.41,0.58,0.37,-0.6,-0.75,-0.26,0.67
0.4,0.59,0.37,-0.6,-1.67,0.21,-0.22
0.4,0.59,0.37,-0.6,-1.74,0.02,-0.56
0.4,0.59,0.36,-0.6,-1.75,-0.13,-0.56
0.4,0.59,0.35,-0.6,-1.09,-0.46,0.14
0.4,0.6,0.35,-0.6,-0.46,-0.71,-0.01
0.4,0.6,0.34,-0.6,-0.56,-0.87,-0.54
0.4,0.61,0.34,-0.6,-0.8,-1.26,-1.33
0.4,0.61,0.33,-0.6,-0.41,-1.74,-0.65
0.4,0.62,0.32,-0.6,-0.07,-1.75,-0.56
0.4,0.62,0.32,-0.59,0.23,-1.68,-0.22
0.4,0.63,0.32,-0.59,-0.41,-2.58,-0.48
0.4,0.63,0.31,-0.59,-0.94,-3.41,-0.9
0.41,0.64,0.3,-0.58,-0.49,-3.73,0.0
0.41,0.64,0.3,-0.58,-0.84,-4.55,1.28
0.42,0.64,0.29,-0.57,-1.59,-5.2,1.05
0.42,0.65,0.28,-0.57,-2.49,-6.69,-0.14
0.43,0.65,0.27,-0.56,-1.87,-6.71,0.8
0.43,0.66,0.26,-0.56,-1.5,-6.57,0.73
0.44,0.67,0.24,-0.55,-0.74,-4.95,0.34
0.45,0.67,0.23,-0.55,-2.2,-5.75,-0.98
0.45,0.67,0.22,-0.54,-2.78,-5.71,-0.63
0.47,0.68,0.21,-0.53,-2.67,-5.84,-0.37
