q0,q1,q2,q3,acc_x,acc_y,acc_z
0.38,0.7,-0.0,-0.61,-2.73,-4.9,0.43
0.41,0.69,-0.02,-0.6,-1.23,-4.74,0.8
0.42,0.69,-0.03,-0.59,-0.22,-4.05,0.34
0.43,0.69,-0.03,-0.59,-0.05,-3.99,-0.15
0.43,0.69,-0.03,-0.59,0.98,-3.75,0.51
0.43,0.69,-0.03,-0.59,1.97,-3.23,0.43
0.42,0.69,-0.02,-0.59,2.09,-2.64,-0.44
0.42,0.69,-0.01,-0.59,2.04,-2.31,-0.88
0.4,0.7,0.01,-0.59,1.29,-1.74,-1.79
0.39,0.7,0.03,-0.6,0.68,-1.88,-2.2
0.38,0.7,0.05,-0.6,0.69,-1.82,-1.87
0.37,0.7,0.08,-0.61,1.13,-1.25,-0.6
0.36,0.69,0.12,-0.62,1.16,-0.86,-0.17
0.35,0.68,0.14,-0.62,0.89,-0.83,-0.73
0.34,0.67,0.18,-0.63,0.4,-0.41,-0.35
0.32,0.66,0.23,-0.64,-0.65,-0.44,2.02
0.31,0.66,0.25,-0.64,-1.05,-0.64,1.81
0.29,0.64,0.3,-0.64,-2.39,-0.84,1.8
0.27,0.63,0.33,-0.65,-2.66,-0.08,3.11
0.26,0.62,0.35,-0.65,-2.82,0.06,3.09
0.23,0.61,0.37,-0.66,-3.17,0.67,2.05
0.2,0.6,0.38,-0.67,-2.97,1.57,1.82
0.19,0.59,0.39,-0.68,-2.85,1.96,1.79
0.16,0.58,0.39,-0.69,-2.26,2.7,1.0
0.14,0.57,0.39,-0.71,-2.25,3.07,0.14
0.12,0.57,0.39,-0.71,-2.25,3.27,0.14
0.1,0.56,0.39,-0.72,-1.75,3.34,-0.31
