txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
-0.07501984957413511,-0.0022254921395661277,-0.036953472367272824,-0.08515687407712616,-0.025427027709994478,-0.009068431912359563,-0.02040731611422331,-0.021322721325443498,-0.042895217488552656,-0.002695985108936282,-0.03339467360415336,-0.0369978411278392,-0.09266343590835903,-0.00916455971820474,-0.02827677308498583,-0.04412912010048446,-0.014617948098147676,-0.03279292284032775,0.01039197446624661,-0.02175688938980542,-0.03931108248475326,-0.012806776547871343,-0.020223442473936842,-0.055314607383663124,-0.1161973350510516,-0.02364755382281014,-0.06333340692998121,-0.10345434135653851,-0.018581545022458693,-0.03800331127331351,0.038429597313269066,-0.0031962923730561414,-0.01720299054521146,0.0010733721359835757,-0.023608988442890427,-0.04745157415618926,-0.04746947022650322,-0.02034133035526417,-0.06026572395205551,-0.053982558712024224,-0.013280337401563274,-0.04435541338826584,-0.007853976330539266,0.0032898045160648813,-0.03896500742237689,-0.02194241061490849,-0.025510443757835875,-0.02067379890905906
-0.07318546533753513,-0.003903310158730783,-0.03817718058580837,-0.08325409598867282,-0.025460205682315027,-0.008141062519297911,-0.016257340287671094,-0.023242727953909983,-0.042497241371402004,-0.0032334068680556424,-0.028110927143467808,-0.033427095734976146,-0.09718673245565304,-0.019819702652764004,-0.021625389209886273,-0.04184113869460598,-0.018547684838527305,-0.03509833900471923,0.00518480811763178,-0.01709661015805909,-0.02963389156263448,-0.012708006573374635,-0.018654489710625607,-0.04941189736913545,-0.11769013663062762,-0.02338171870922304,-0.06726423152061559,-0.1004759640300199,-0.020372697739091818,-0.03679071250406057,0.037451599773787383,0.000955827054832944,-0.02691240092021468,0.004853939616481065,-0.02572793106589491,-0.04964573122515332,-0.04785648780354109,-0.018859566013663582,-0.05544361356808865,-0.053329470012518906,-0.011933870384515731,-0.047024599762518354,-0.014309513570200817,0.0002955713346307257,-0.03828526111328962,-0.017178725961314638,-0.030676830428167202,-0.015867757008484012
-0.07278829880839745,-0.0024602487785203683,-0.04811309345784682,-0.08055095078579234,-0.023905900361164526,-0.013460218995101839,-0.013043598679946946,-0.023634933284911744,-0.036612332172595095,-0.0028715913494965924,-0.03516793596395793,-0.035879442926317666,-0.0893157088735058,-0.009971450734562832,-0.02518636407357877,-0.045569671644353674,-0.014195048247389597,-0.027627210229377575,0.01039197446624661,-0.02175688938980542,-0.03931108248475326,-0.013208073841561417,-0.02048470777428485,-0.04749966551672294,-0.1165083274933507,-0.02380148509081133,-0.05981875333502015,-0.10097386712712524,-0.016894203970465534,-0.04081401360650929,0.04059024635095731,-0.005861928005297519,-0.023206841717954507,0.00630804814954411,-0.025998825781080693,-0.05901936198263341,-0.04504201973542404,-0.020441024386935517,-0.0512388737049137,-0.05489420369616486,-0.009109373862091147,-0.04789721804794424,-0.012959391754433128,0.0002798969585749572,-0.03707896363737438,-0.023478451423156254,-0.029764378733456744,-0.022472827330261104
-0.06932080213897038,-0.0031798149297320505,-0.04356815135472523,-0.08182477036715444,-0.02541349049577472,-0.0036101450177082714,-0.020899335217503687,-0.023627099625494925,-0.04005077056059916,-0.002946206582285753,-0.03163596347075711,-0.03534584407743181,-0.09268101683390842,-0.011452527757641379,-0.02851993943780183,-0.04482062277064109,-0.016321444044047062,-0.030979863054583532,0.00990989739194125,-0.021835012810270844,-0.03481604382399387,-0.013040464677526786,-0.021878549145040917,-0.058614655168662315,-0.11439365596675323,-0.023759530297667315,-0.06291866327466358,-0.09873856329411844,-0.01548114563990271,-0.03626529019876664,0.042824714986980254,0.0026773361525219154,-0.01822020987462142,5.988914496390792e-05,-0.02740277755554354,-0.05132278389107381,-0.0465683022203526,-0.01620436039115631,-0.05538630701015512,-0.055837524718068056,-0.013280599571698528,-0.043938030231036,-0.013527471183927836,0.0013376816193470804,-0.032419145333272316,-0.026940650497425823,-0.03280850560022883,-0.019035545775447332
-0.07333101514460344,-0.002745856705675283,-0.03358190385400208,-0.08339929573753252,-0.02371336284416554,-0.007178987083986386,-0.016473926538515666,-0.021328849040149617,-0.04117660532296355,-0.0012824251318856643,-0.029864386005133144,-0.03535138313310982,-0.08933344540612174,-0.012260790651207035,-0.025430416189293124,-0.044417312362997494,-0.01453337119648099,-0.03175970080301547,0.010332938273496396,-0.020025788211372537,-0.03913625249813037,-0.01044028835600261,-0.016549797533946305,-0.055586241078849644,-0.12191814482713421,-0.030076414871672796,-0.06350081122804656,-0.10194812359992372,-0.010177622375699786,-0.04252417842930133,0.038621995261902776,-0.0015891290559143009,-0.018036952180468954,0.00161816890430457,-0.023710449289500956,-0.05096358641779087,-0.047806325754753576,-0.017512322042103873,-0.05792652364667428,-0.05558497659721433,-0.013313238963463692,-0.04494870000483738,-0.017997779226105837,0.0025148164843678163,-0.03243651688015312,-0.02545012179756166,-0.025602057668372185,-0.01673806421690892
-0.07312392021640238,-0.00030567188854247254,-0.03781340220243233,-0.07487353006114564,-0.029165535833769646,-0.009970416509229066,-0.017470297349620377,-0.030962959353897167,-0.04794343806178075,-0.007237723042421628,-0.02990963973431731,-0.029000177427424282,-0.09340193311387926,-0.010715847888938878,-0.021138111703617,-0.042015382263371356,-0.016590931383703638,-0.0338161710995774,0.008392244419323515,-0.0161869740620899,-0.03454997908447285,-0.011278347972803792,-0.018595497619842034,-0.04716672552814498,-0.11775718399236317,-0.025623977614343325,-0.0673014746078916,-0.10374788133744921,-0.018369931503793818,-0.04330569754666246,0.03752572166350972,-0.005857880727190712,-0.020527577768031772,-0.00018196489625031258,-0.025481660909964142,-0.05003873679756686,-0.0462450738894753,-0.017667312735479133,-0.05916167051531391,-0.0502363516086161,-0.01590490614446444,-0.03824376062788095,-0.021169700951306176,0.0023455030366969056,-0.03167388441991113,-0.025404265990750817,-0.02855809730245814,-0.017238728917377356
-0.0712479311050623,-0.011967905656642798,-0.04560861031651736,-0.08405474678547478,-0.027046798066296857,-0.0018957066615598568,-0.02020367489931548,-0.025283808018522425,-0.04414971872859184,-0.007626543092658062,-0.03169036191928717,-0.026495369816262295,-0.08987935092056294,-0.0201582423529146,-0.021400627766235695,-0.044417312362997494,-0.01453337119648099,-0.03175970080301547,0.01087457946753407,-0.022357549823120534,-0.03118222449389493,-0.013542115313579354,-0.015310216541532801,-0.047673434680650655,-0.110682282404369,-0.02393244644071261,-0.06326191418585175,-0.10345434135653851,-0.018581545022458693,-0.03800331127331351,0.036714827807271845,-0.007802720485466033,-0.015795552809510505,0.0014969758143768374,-0.02556378604063404,-0.04990742587890119,-0.043422380986075065,-0.020616747825880542,-0.053506548133499435,-0.056538657572067004,-0.011998965423235345,-0.04820796515919538,-0.013520283299152261,0.005256269653691344,-0.0300843016336653,-0.018520950969533816,-0.03160984872027918,-0.021991414873441577
-0.07507014562663639,-0.007463074821921956,-0.03861485532260197,-0.07912227920492983,-0.023859651341845846,-0.008926676440754738,-0.024354124747835913,-0.023363963798003682,-0.04454895338123648,-0.00024664883202375445,-0.038715856458764526,-0.03143508369342168,-0.09485619603339475,-0.005352595277101312,-0.02398263894905096,-0.040652100007177026,-0.01643747854043914,-0.03148873030803173,0.006984247205220416,-0.013319661721461174,-0.04726089164223421,-0.010384713355635827,-0.02188638590269643,-0.05022180077452203,-0.11374407240978074,-0.01900947199472899,-0.06869137926403285,-0.10112386646206947,-0.012222104707710778,-0.033077992943605736,0.038898034947960396,-0.002942023203887114,-0.020125698902709797,0.006775581917888077,-0.027730518080877252,-0.05080575983106346,-0.047394489432351014,-0.02172654016664361,-0.05986964936030555,-0.05013367082495707,-0.010197667218698239,-0.038827350694206494,-0.011665956092932422,-0.0010633822632127947,-0.03629729350660931,-0.02019531367512721,-0.02698982632405829,-0.02228999138825853
-0.07668514334710458,-0.0049849297786240705,-0.042911375536126665,-0.08401671086197295,-0.02188711584594333,-0.002614103881611376,-0.01606308150618236,-0.02719931331863233,-0.04374824025798606,-0.005323330896861933,-0.029897244232216697,-0.03065491760147336,-0.09068134102700132,-0.008920748419593453,-0.02970659700401766,-0.04470546364864093,-0.014448792760571838,-0.030726518523264308,0.008696048259091598,-0.017192928195362243,-0.04960540055282517,-0.016266809507426323,-0.020735855183045576,-0.04808065358988474,-0.11744610892980081,-0.025470680768868506,-0.07081863612052715,-0.09789665682120866,-0.01373739237995871,-0.039230673233167285,0.04252914840089684,0.0003550357449483413,-0.025446731289179857,-0.0021050606678009024,-0.029105915775649666,-0.0480508590069458,-0.04644293378798974,-0.01624250759050917,-0.057474415361241135,-0.04781276227004353,-0.014788134109062278,-0.04798729691210375,-0.01856301241092468,-0.0003515818540868152,-0.030110864245465836,-0.02328669770080158,-0.02644313493772332,-0.026800796933566295
-0.07495054596129987,-0.005343475552552286,-0.04063525827375385,-0.08152119099220041,-0.02718665047514336,-0.005773868499013943,-0.019728781527626124,-0.025024803776140775,-0.04692791131540605,-0.0072370672567950555,-0.02985551571537442,-0.039797329284947586,-0.10079948641086658,-0.006088471605551362,-0.01970547411670667,-0.04510880712161488,-0.01623683214691221,-0.029947052290337235,0.01234815907686075,-0.015143251817463378,-0.0462220114803363,-0.017091897419252676,-0.02579903146905567,-0.055350433040368054,-0.11776290803488614,-0.018999796931336736,-0.0648454847492096,-0.09897565069221197,-0.013863346712869257,-0.03511117470147135,0.03936669630388477,-0.0026876496422003453,-0.02304904928344844,0.004066013006161333,-0.02370578019222492,-0.044845353446367496,-0.04956878727242357,-0.015933927939078087,-0.05499466269826945,-0.04926094734522502,-0.013410396394184614,-0.04923427316179111,-0.01129792190498711,0.0003995788274697268,-0.03799084669632643,-0.025179778644034617,-0.031241560133582095,-0.021357382568221346
