roll,pitch,yaw,acc_x,acc_y,acc_z
-93.81241855182002,61.98199262704916,-68.90404379303395,-3.74,-7.17,-0.42
-95.47950030222984,61.3303000096363,-68.130111240047,-3.67,-7.14,-0.36
91.1515188939638,73.90430750537698,-262.10523753547596,-5.99,4.11,1.26
87.98145024109843,69.68531769915326,-261.8649976390559,-5.83,4.67,1.17
89.56308081667213,67.69853262336048,-263.14581626778573,-5.16,5.53,1.43
84.8664430794694,64.21069536300415,-266.3588147420987,-4.28,4.67,1.31
88.08993868725253,65.14848777750703,-265.43804732221196,-3.97,4.72,1.23
85.87549512777619,65.01250454800862,-268.6862324826706,-3.72,4.66,0.64
