q0,q1,q2,q3,acc_x,acc_y,acc_z
0.37,0.68,0.2,-0.61,-0.14,-2.03,0.53
0.37,0.68,0.2,-0.6,-0.04,-1.99,0.33
0.37,0.68,0.2,-0.6,0.03,-1.91,0.29
0.37,0.68,0.2,-0.6,0.05,-2.0,0.36
0.37,0.68,0.2,-0.61,0.03,-2.02,0.46
0.37,0.67,0.2,-0.61,-0.06,-1.98,0.33
0.37,0.67,0.2,-0.61,-0.21,-1.89,-0.73
0.37,0.67,0.2,-0.61,0.83,-1.53,0.3
0.37,0.67,0.2,-0.62,1.01,-1.41,0.38
0.36,0.66,0.21,-0.62,0.79,-1.18,-0.24
0.36,0.66,0.21,-0.62,0.65,-1.29,-0.51
0.36,0.66,0.22,-0.62,0.67,-1.24,-0.48
0.35,0.66,0.22,-0.63,0.57,-1.06,-0.06
0.35,0.66,0.23,-0.63,0.12,-0.81,-0.41
0.35,0.66,0.24,-0.63,0.1,-0.7,-0.44
0.34,0.65,0.25,-0.63,0.43,-0.34,-0.2
0.34,0.65,0.26,-0.63,0.41,-0.4,0.24
0.34,0.65,0.27,-0.63,0.22,-0.33,-0.16
0.33,0.64,0.28,-0.63,0.15,-0.26,-0.15
0.33,0.64,0.29,-0.63,0.26,0.0,0.32
0.33,0.64,0.29,-0.63,0.15,0.14,0.32
0.32,0.63,0.3,-0.64,-0.12,0.43,0.09
0.32,0.63,0.31,-0.64,0.0,0.73,0.25
0.32,0.63,0.32,-0.64,-0.05,0.73,0.04
0.32,0.62,0.32,-0.64,-0.16,0.82,-0.02
0.32,0.62,0.33,-0.64,-0.19,0.97,0.24
0.32,0.62,0.33,-0.64,-0.23,1.11,0.17
0.32,0.62,0.34,-0.64,-0.12,1.48,-0.03
0.32,0.61,0.35,-0.64,0.09,1.79,0.23
0.31,0.61,0.35,-0.64,0.04,1.65,0.2
0.31,0.6,0.35,-0.64,-0.33,1.37,0.27
0.31,0.6,0.36,-0.64,-0.74,1.23,-0.23
0.3,0.6,0.36,-0.65,-0.66,1.44,-0.17
0.3,0.6,0.36,-0.65,-0.14,1.94,0.52
0.3,0.59,0.36,-0.65,-0.32,1.85,0.09
0.3,0.59,0.37,-0.65,-0.42,1.82,-0.12
0.3,0.59,0.36,-0.65,-0.15,2.02,0.09
0.3,0.6,0.36,-0.65,-0.33,2.07,-0.23
0.3,0.6,0.36,-0.65,-0.43,2.13,-0.24
0.3,0.6,0.36,-0.65,-0.48,2.11,-0.06
0.3,0.6,0.36,-0.65,-0.48,1.94,-0.39
