q0,q1,q2,q3,acc_x,acc_y,acc_z
0.65,-0.09,-0.18,-0.73,0.0,-0.03,-0.05
0.65,-0.09,-0.18,-0.73,-0.02,0.0,0.0
0.65,-0.09,-0.18,-0.73,-0.03,0.1,-0.05
0.65,-0.09,-0.18,-0.73,-0.04,0.23,-0.07
0.65,-0.09,-0.18,-0.73,0.02,0.08,0.08
0.65,-0.09,-0.18,-0.73,0.03,0.08,0.0
0.65,-0.09,-0.18,-0.73,0.06,0.11,0.0
0.65,-0.09,-0.18,-0.73,-0.07,0.04,0.03
0.65,-0.09,-0.18,-0.73,-0.14,0.27,-0.04
0.65,-0.09,-0.18,-0.73,-0.09,0.28,-0.02
0.65,-0.09,-0.18,-0.73,-0.01,-0.02,0.06
0.65,-0.09,-0.18,-0.73,-0.03,0.16,-0.08
0.65,-0.09,-0.18,-0.73,-0.04,0.31,-0.15
0.65,-0.09,-0.18,-0.73,-0.05,0.15,-0.14
0.65,-0.09,-0.18,-0.73,0.0,-0.35,-0.17
0.65,-0.09,-0.18,-0.73,-0.21,-0.11,-0.16
0.65,-0.09,-0.18,-0.73,-0.14,0.0,-0.09
0.65,-0.09,-0.18,-0.73,0.05,0.2,-0.09
0.65,-0.09,-0.18,-0.73,0.02,0.36,-0.14
0.65,-0.09,-0.18,-0.73,0.0,0.28,-0.09
0.65,-0.09,-0.18,-0.73,-0.05,0.0,0.15
0.65,-0.09,-0.18,-0.73,-0.06,-0.17,0.03
0.65,-0.09,-0.18,-0.73,-0.04,-0.32,-0.01
0.65,-0.09,-0.18,-0.73,-0.03,-0.13,-0.07
0.65,-0.09,-0.19,-0.73,-0.05,0.19,0.06
0.65,-0.09,-0.19,-0.73,-0.03,0.26,-0.01
0.65,-0.09,-0.19,-0.73,-0.08,-0.07,-0.08
0.65,-0.08,-0.19,-0.73,-0.03,-0.01,-0.11
0.65,-0.08,-0.19,-0.73,-0.02,0.06,0.07
0.65,-0.08,-0.19,-0.73,-0.04,0.23,-0.06
0.65,-0.08,-0.19,-0.73,-0.02,0.09,0.01
0.65,-0.08,-0.19,-0.73,-0.06,0.21,0.03
0.66,-0.08,-0.19,-0.73,0.0,0.18,-0.03
0.66,-0.08,-0.19,-0.73,0.0,0.26,0.06
0.66,-0.08,-0.19,-0.73,-0.01,0.0,0.12
0.66,-0.08,-0.19,-0.73,-0.09,-0.11,-0.15
0.66,-0.08,-0.19,-0.73,-0.09,0.12,-0.11
0.66,-0.08,-0.19,-0.73,-0.03,0.0,0.0
0.66,-0.08,-0.19,-0.73,-0.29,-0.06,-0.2
0.66,-0.08,-0.19,-0.73,0.3,-0.11,0.27
0.66,-0.08,-0.19,-0.73,0.43,-0.18,0.54
