q0,q1,q2,q3,acc_x,acc_y,acc_z
0.33,0.73,0.05,-0.6,-2.35,-4.49,0.36
0.34,0.73,0.05,-0.59,-1.48,-4.1,1.09
0.36,0.73,0.03,-0.58,-1.24,-3.92,0.68
0.37,0.73,0.03,-0.58,-0.45,-3.64,0.4
0.38,0.73,0.02,-0.57,-0.16,-3.64,0.83
0.39,0.72,0.02,-0.57,0.64,-3.38,0.85
0.39,0.72,0.02,-0.57,0.62,-3.24,0.06
0.39,0.72,0.03,-0.57,0.57,-3.43,-0.2
0.38,0.72,0.03,-0.57,1.19,-2.99,0.36
0.37,0.72,0.04,-0.58,1.97,-2.27,0.35
0.37,0.72,0.05,-0.58,2.0,-2.09,0.11
0.35,0.73,0.06,-0.59,1.69,-1.82,0.0
0.33,0.72,0.08,-0.6,0.9,-1.71,-0.66
0.32,0.72,0.09,-0.61,0.57,-1.62,-1.07
0.3,0.72,0.11,-0.62,0.04,-1.13,-0.95
0.28,0.71,0.14,-0.63,0.06,-0.63,-0.48
0.27,0.71,0.15,-0.64,-0.11,-0.73,-0.8
0.26,0.7,0.18,-0.65,-0.09,-0.44,-0.79
0.25,0.68,0.2,-0.65,0.27,0.18,0.53
0.25,0.68,0.22,-0.66,0.28,0.54,1.01
0.24,0.67,0.24,-0.66,-0.28,0.09,0.33
0.23,0.66,0.27,-0.67,-0.87,0.57,0.59
0.22,0.66,0.28,-0.67,-1.03,0.92,1.13
0.21,0.65,0.3,-0.67,-1.6,1.11,0.91
0.2,0.65,0.31,-0.67,-2.0,1.29,0.23
0.2,0.65,0.32,-0.67,-1.79,1.52,0.27
0.19,0.64,0.33,-0.66,-1.69,1.96,0.16
0.19,0.64,0.34,-0.66,-1.03,2.66,1.4
0.18,0.64,0.34,-0.66,-1.07,2.61,1.17
0.18,0.64,0.35,-0.66,-0.94,2.35,0.2
