q0,q1,q2,q3,acc_x,acc_y,acc_z
0.28,0.71,0.14,-0.63,-0.49,-1.9,-0.18
0.29,0.71,0.14,-0.63,-0.5,-1.91,0.08
0.29,0.71,0.14,-0.63,-0.79,-2.2,-0.04
0.3,0.71,0.15,-0.63,-0.83,-2.4,-0.32
0.3,0.71,0.15,-0.62,-0.58,-2.37,0.34
0.31,0.7,0.16,-0.62,-0.16,-2.46,0.78
0.32,0.7,0.16,-0.62,0.04,-2.6,0.56
0.32,0.7,0.17,-0.62,0.13,-2.54,0.53
0.33,0.7,0.17,-0.61,0.45,-2.24,1.03
0.33,0.69,0.18,-0.61,0.38,-1.99,0.83
0.34,0.69,0.18,-0.61,0.37,-2.06,0.69
0.34,0.69,0.19,-0.61,0.55,-2.11,0.99
0.34,0.68,0.2,-0.62,0.67,-1.8,1.21
0.34,0.68,0.2,-0.62,0.51,-1.57,0.76
0.34,0.68,0.21,-0.62,0.48,-1.19,0.7
0.33,0.67,0.21,-0.63,0.54,-0.9,0.45
0.33,0.67,0.21,-0.63,0.57,-0.8,0.36
0.33,0.66,0.22,-0.64,0.41,-0.95,-0.06
0.32,0.65,0.22,-0.65,0.18,-0.67,-0.7
0.32,0.65,0.23,-0.65,0.34,-0.42,-0.39
0.32,0.64,0.23,-0.66,0.76,-0.11,0.35
0.31,0.63,0.24,-0.66,0.35,-0.36,-0.77
0.31,0.63,0.25,-0.67,0.2,-0.22,-0.71
0.3,0.63,0.25,-0.67,0.04,0.11,-0.77
0.3,0.62,0.26,-0.67,0.26,0.61,-0.28
0.3,0.62,0.27,-0.68,0.23,0.71,-0.11
0.29,0.62,0.28,-0.68,-0.24,0.55,-0.48
0.29,0.62,0.29,-0.67,-0.68,0.62,-0.54
0.28,0.62,0.29,-0.67,-0.8,0.76,-0.74
0.28,0.61,0.3,-0.67,-0.46,1.42,0.01
0.28,0.61,0.31,-0.67,-0.11,1.63,0.5
0.28,0.61,0.32,-0.67,-0.33,1.42,0.29
0.28,0.61,0.33,-0.66,-0.8,1.22,-0.47
0.28,0.61,0.34,-0.66,-0.74,1.69,0.04
0.28,0.6,0.35,-0.66,-0.48,2.0,0.59
0.29,0.6,0.36,-0.65,-0.25,1.98,1.31
0.29,0.6,0.37,-0.65,-0.48,1.36,0.35
0.29,0.6,0.37,-0.65,-0.47,1.55,0.65
0.29,0.59,0.38,-0.65,-0.6,2.08,1.15
0.29,0.59,0.39,-0.64,-0.3,2.21,1.22
0.29,0.59,0.39,-0.64,-0.39,2.06,0.82
