q0,q1,q2,q3,acc_x,acc_y,acc_z
-0.42,0.11,0.14,0.89,0.1,0.0,0.01
-0.42,0.11,0.14,0.89,0.04,-0.23,-0.06
-0.42,0.11,0.14,0.89,-0.1,0.01,-0.24
-0.42,0.11,0.14,0.89,0.01,0.45,0.01
-0.42,0.11,0.14,0.89,0.05,0.28,0.0
-0.42,0.11,0.14,0.89,0.07,-0.13,0.04
-0.42,0.11,0.14,0.89,0.07,-0.13,-0.04
-0.42,0.11,0.14,0.89,0.04,0.02,-0.2
-0.42,0.11,0.14,0.89,0.08,-0.03,-0.07
-0.42,0.11,0.14,0.89,0.0,0.09,-0.19
-0.42,0.11,0.14,0.89,0.01,-0.23,-0.18
-0.42,0.11,0.14,0.89,0.11,-0.32,-0.1
-0.42,0.11,0.15,0.89,0.08,0.37,-0.02
-0.42,0.11,0.15,0.89,0.04,0.56,0.02
-0.42,0.11,0.15,0.89,0.05,0.37,-0.04
-0.42,0.11,0.15,0.89,-0.03,-0.38,-0.24
-0.42,0.11,0.15,0.89,0.13,-0.2,-0.05
-0.42,0.11,0.15,0.89,0.12,0.08,0.04
-0.42,0.11,0.15,0.89,0.14,0.11,0.11
-0.42,0.11,0.15,0.89,0.02,0.12,-0.03
-0.42,0.11,0.15,0.89,0.0,0.11,-0.17
-0.42,0.11,0.15,0.89,0.1,0.07,-0.15
-0.42,0.11,0.15,0.89,0.17,0.04,0.02
-0.42,0.11,0.15,0.89,0.18,0.02,0.04
-0.42,0.11,0.15,0.89,0.0,0.33,-0.16
-0.42,0.11,0.15,0.89,0.05,0.0,-0.24
-0.42,0.11,0.15,0.89,0.1,0.06,-0.26
-0.42,0.11,0.15,0.89,0.18,0.1,-0.11
-0.42,0.11,0.15,0.89,0.12,0.12,-0.16
-0.42,0.11,0.15,0.89,0.14,0.08,-0.05
-0.42,0.11,0.15,0.89,-0.01,0.0,-0.12
-0.42,0.11,0.15,0.89,0.02,0.21,-0.31
-0.42,0.11,0.15,0.89,0.1,0.05,-0.2
-0.42,0.11,0.15,0.89,0.15,-0.16,-0.15
-0.42,0.12,0.15,0.89,0.0,0.0,-0.21
-0.42,0.12,0.15,0.89,0.03,-0.14,-0.04
-0.42,0.12,0.15,0.89,-0.02,0.4,-0.17
-0.42,0.12,0.15,0.89,0.15,0.0,0.19
-0.42,0.12,0.15,0.89,0.09,-0.11,0.18
-0.42,0.12,0.15,0.89,0.04,-0.17,-0.01
-0.42,0.12,0.14,0.89,0.06,-0.28,0.04
-0.42,0.12,0.14,0.89,0.06,-0.08,0.03
-0.42,0.12,0.14,0.89,0.03,0.25,-0.06
-0.42,0.12,0.14,0.89,0.05,-0.05,0.05
-0.42,0.12,0.14,0.89,0.05,-0.21,0.05
-0.42,0.12,0.14,0.89,0.01,0.21,-0.1
-0.42,0.12,0.14,0.89,0.07,0.35,-0.06
-0.42,0.12,0.14,0.89,-0.15,0.27,-0.28
-0.42,0.12,0.14,0.89,0.01,-0.14,-0.14
-0.42,0.12,0.14,0.89,0.06,0.05,-0.04
-0.42,0.12,0.14,0.89,0.08,0.16,-0.06
-0.42,0.12,0.14,0.89,0.02,-0.21,-0.07
-0.42,0.12,0.14,0.89,0.01,-0.25,-0.16
-0.42,0.12,0.14,0.89,0.07,-0.03,-0.22
-0.42,0.12,0.14,0.89,0.12,0.25,-0.01
-0.42,0.12,0.14,0.89,0.04,-0.02,-0.03
-0.42,0.12,0.14,0.89,0.0,-0.07,-0.17
-0.42,0.12,0.14,0.89,0.0,-0.06,-0.17
-0.42,0.12,0.14,0.89,0.08,-0.01,-0.07
-0.42,0.12,0.14,0.89,0.08,-0.13,-0.05
-0.42,0.12,0.15,0.89,0.12,0.0,-0.07
-0.42,0.12,0.15,0.89,0.1,0.02,0.06
-0.42,0.12,0.15,0.89,0.01,-0.01,0.07
-0.42,0.12,0.15,0.89,0.04,0.44,0.02
-0.42,0.12,0.15,0.89,-0.02,0.36,-0.04
-0.42,0.12,0.15,0.89,0.03,-0.02,-0.04
-0.42,0.12,0.15,0.89,0.08,-0.29,-0.16
-0.42,0.12,0.15,0.89,-0.03,-0.19,-0.24
-0.42,0.12,0.15,0.89,0.03,-0.08,0.01
-0.42,0.12,0.15,0.89,0.15,0.22,0.1
-0.42,0.12,0.15,0.89,0.18,0.01,0.05
-0.42,0.12,0.15,0.89,0.2,0.11,0.0
-0.42,0.12,0.15,0.89,0.01,-0.03,-0.02
-0.42,0.12,0.15,0.89,0.08,-0.05,-0.11
-0.42,0.12,0.15,0.89,0.08,0.0,0.02
-0.42,0.12,0.15,0.89,-0.1,0.19,-0.25
-0.42,0.12,0.15,0.89,0.0,0.14,-0.15
-0.42,0.12,0.15,0.89,-0.04,0.15,-0.1
-0.42,0.12,0.15,0.89,0.12,-0.07,0.04
-0.42,0.12,0.15,0.89,0.13,-0.21,0.05
-0.42,0.12,0.15,0.89,0.22,-0.29,0.1
-0.42,0.12,0.15,0.89,-0.09,0.0,-0.06
-0.42,0.12,0.15,0.89,-0.11,0.29,-0.13
-0.42,0.12,0.15,0.89,-0.08,0.25,-0.23
-0.42,0.12,0.15,0.89,0.01,-0.09,-0.04
-0.42,0.12,0.15,0.89,0.13,-0.15,0.03
-0.42,0.12,0.15,0.89,0.23,-0.14,0.19
-0.42,0.12,0.15,0.89,-0.01,-0.14,0.13
-0.42,0.12,0.15,0.89,-0.09,0.21,-0.09
-0.42,0.12,0.15,0.89,-0.09,0.25,-0.22
-0.42,0.12,0.15,0.89,-0.01,0.19,-0.23
-0.42,0.12,0.15,0.89,0.09,0.1,-0.1
-0.42,0.12,0.15,0.89,0.28,-0.07,0.24
-0.42,0.12,0.15,0.89,0.04,-0.02,0.05
-0.42,0.12,0.15,0.89,0.1,0.04,-0.16
-0.42,0.12,0.15,0.89,0.08,0.07,0.06
-0.42,0.12,0.15,0.89,0.16,0.13,0.04
-0.42,0.12,0.15,0.89,0.03,0.32,-0.14
-0.42,0.12,0.15,0.89,-0.02,0.26,-0.28
-0.42,0.12,0.15,0.89,0.11,-0.04,-0.37
-0.42,0.12,0.15,0.89,0.15,-0.04,-0.06
-0.42,0.12,0.15,0.89,0.25,-0.08,0.14
-0.42,0.12,0.15,0.89,0.04,0.49,0.11
-0.42,0.12,0.15,0.89,0.14,0.34,0.17
-0.42,0.12,0.15,0.89,0.1,0.05,0.08
-0.42,0.12,0.15,0.89,0.1,-0.1,-0.1
-0.42,0.12,0.15,0.89,0.05,0.03,-0.01
-0.42,0.12,0.15,0.89,0.07,0.19,-0.11
-0.42,0.12,0.15,0.89,0.01,0.07,-0.12
-0.42,0.12,0.15,0.89,-0.01,-0.27,-0.32
-0.42,0.12,0.15,0.89,0.1,-0.31,-0.13
-0.42,0.12,0.15,0.89,0.11,0.23,0.08
-0.42,0.12,0.15,0.89,0.05,0.25,-0.07
